"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 10 11:36:23 CST 2023","Wed May 10 11:36:23 CST 2023","49","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","相似企业接口",""
"passed","Wed May 10 11:46:22 CST 2023","Wed May 10 11:46:22 CST 2023","46","api_test.testcase.test_person","test_person","TestPerson","","","获取人物教育经历-V1接口",""
"passed","Wed May 10 11:16:26 CST 2023","Wed May 10 11:16:28 CST 2023","1073","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标搜索",""
"passed","Wed May 10 11:45:32 CST 2023","Wed May 10 11:45:32 CST 2023","48","api_test.testcase.test_person","test_person","TestPerson","","","人物详情页-基本信息",""
"passed","Wed May 10 11:36:45 CST 2023","Wed May 10 11:36:45 CST 2023","62","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","组织成员",""
"passed","Wed May 10 11:36:19 CST 2023","Wed May 10 11:36:19 CST 2023","55","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业新闻",""
"passed","Wed May 10 11:36:29 CST 2023","Wed May 10 11:36:29 CST 2023","83","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","orig_members接口",""
"passed","Wed May 10 11:35:47 CST 2023","Wed May 10 11:35:47 CST 2023","315","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业基本信息与搜索保持一致","校验企业介绍"
"passed","Wed May 10 11:36:09 CST 2023","Wed May 10 11:36:09 CST 2023","47","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v2接口",""
"passed","Wed May 10 11:37:02 CST 2023","Wed May 10 11:37:02 CST 2023","83","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","组织成员",""
"passed","Wed May 10 11:36:46 CST 2023","Wed May 10 11:36:46 CST 2023","436","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","组织成员",""
"passed","Wed May 10 11:36:16 CST 2023","Wed May 10 11:36:16 CST 2023","49","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业新闻",""
"passed","Wed May 10 11:36:24 CST 2023","Wed May 10 11:36:24 CST 2023","48","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","相似企业接口",""
"passed","Wed May 10 11:36:20 CST 2023","Wed May 10 11:36:20 CST 2023","57","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业新闻",""
"passed","Wed May 10 11:36:25 CST 2023","Wed May 10 11:36:25 CST 2023","52","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","相似企业接口",""
"passed","Wed May 10 11:36:12 CST 2023","Wed May 10 11:36:12 CST 2023","44","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v2接口",""
"passed","Wed May 10 11:43:56 CST 2023","Wed May 10 11:43:59 CST 2023","3086","api_test.testcase.test_person","test_person","TestPerson","","","人物搜索",""
"passed","Wed May 10 11:41:33 CST 2023","Wed May 10 11:41:36 CST 2023","3147","api_test.testcase.test_person","test_person","TestPerson","","","人物搜索",""
"passed","Wed May 10 11:35:25 CST 2023","Wed May 10 11:35:25 CST 2023","58","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","搜索有数据的企业","搜索企业,搜索结果与数据统计条数一致"
"passed","Wed May 10 11:46:26 CST 2023","Wed May 10 11:46:26 CST 2023","46","api_test.testcase.test_person","test_person","TestPerson","","","获取人物教育经历-V1接口",""
"passed","Wed May 10 11:36:57 CST 2023","Wed May 10 11:36:57 CST 2023","414","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","组织成员",""
"passed","Wed May 10 11:37:13 CST 2023","Wed May 10 11:37:13 CST 2023","46","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","对外投资",""
"passed","Wed May 10 11:37:11 CST 2023","Wed May 10 11:37:11 CST 2023","48","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","对外投资",""
"passed","Wed May 10 11:35:27 CST 2023","Wed May 10 11:35:28 CST 2023","79","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","搜索有数据的企业","搜索企业,搜索结果与数据统计条数一致"
"broken","Wed May 10 11:36:47 CST 2023","Wed May 10 11:36:47 CST 2023","79","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","组织成员",""
"passed","Wed May 10 11:37:05 CST 2023","Wed May 10 11:37:05 CST 2023","45","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","股东信息-v2接口",""
"passed","Wed May 10 11:36:21 CST 2023","Wed May 10 11:36:21 CST 2023","50","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","相似企业接口",""
"passed","Wed May 10 11:15:54 CST 2023","Wed May 10 11:15:55 CST 2023","1085","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标搜索",""
"passed","Wed May 10 11:36:56 CST 2023","Wed May 10 11:36:56 CST 2023","63","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","组织成员",""
"passed","Wed May 10 11:45:35 CST 2023","Wed May 10 11:45:35 CST 2023","47","api_test.testcase.test_person","test_person","TestPerson","","","人物详情页-基本信息",""
"passed","Wed May 10 11:36:21 CST 2023","Wed May 10 11:36:21 CST 2023","53","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","相似企业接口",""
"passed","Wed May 10 11:37:13 CST 2023","Wed May 10 11:37:13 CST 2023","48","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","对外投资",""
"passed","Wed May 10 11:36:28 CST 2023","Wed May 10 11:36:28 CST 2023","90","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","orig_members接口",""
"passed","Wed May 10 11:15:13 CST 2023","Wed May 10 11:15:14 CST 2023","1131","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标搜索",""
"passed","Wed May 10 11:36:51 CST 2023","Wed May 10 11:36:51 CST 2023","440","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","组织成员",""
"passed","Wed May 10 11:35:46 CST 2023","Wed May 10 11:35:46 CST 2023","279","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业基本信息与搜索保持一致","校验企业介绍"
"passed","Wed May 10 11:45:30 CST 2023","Wed May 10 11:45:30 CST 2023","49","api_test.testcase.test_person","test_person","TestPerson","","","人物详情页-基本信息",""
"passed","Wed May 10 11:36:30 CST 2023","Wed May 10 11:36:30 CST 2023","109","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","orig_members接口",""
"passed","Wed May 10 11:36:11 CST 2023","Wed May 10 11:36:11 CST 2023","48","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v2接口",""
"passed","Wed May 10 10:56:32 CST 2023","Wed May 10 10:56:32 CST 2023","173","api_test.testcase.test_bid","test_bid_api","TestBid","","","招投标详情",""
"failed","Wed May 10 10:56:40 CST 2023","Wed May 10 10:59:23 CST 2023","162550","api_test.testcase.test_bid_project","test_bid","Test_Bid_DbCheck","","","查询招投标基本信息异常数据",""
"passed","Wed May 10 11:36:24 CST 2023","Wed May 10 11:36:24 CST 2023","56","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","相似企业接口",""
"passed","Wed May 10 11:42:43 CST 2023","Wed May 10 11:42:46 CST 2023","3172","api_test.testcase.test_person","test_person","TestPerson","","","人物搜索",""
"passed","Wed May 10 11:44:50 CST 2023","Wed May 10 11:44:53 CST 2023","3085","api_test.testcase.test_person","test_person","TestPerson","","","人物搜索",""
"passed","Wed May 10 11:16:11 CST 2023","Wed May 10 11:16:12 CST 2023","1179","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标搜索",""
"passed","Wed May 10 11:37:02 CST 2023","Wed May 10 11:37:02 CST 2023","398","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","组织成员",""
"passed","Wed May 10 11:36:08 CST 2023","Wed May 10 11:36:09 CST 2023","45","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v2接口",""
"passed","Wed May 10 11:37:11 CST 2023","Wed May 10 11:37:11 CST 2023","48","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","对外投资",""
"passed","Wed May 10 11:37:10 CST 2023","Wed May 10 11:37:10 CST 2023","50","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","对外投资",""
"passed","Wed May 10 11:35:27 CST 2023","Wed May 10 11:35:27 CST 2023","66","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","搜索有数据的企业","搜索企业,搜索结果与数据统计条数一致"
"passed","Wed May 10 11:41:14 CST 2023","Wed May 10 11:41:17 CST 2023","3155","api_test.testcase.test_person","test_person","TestPerson","","","人物搜索",""
"passed","Wed May 10 11:36:22 CST 2023","Wed May 10 11:36:22 CST 2023","48","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","相似企业接口",""
"passed","Wed May 10 11:45:32 CST 2023","Wed May 10 11:45:32 CST 2023","51","api_test.testcase.test_person","test_person","TestPerson","","","人物详情页-基本信息",""
"passed","Wed May 10 11:36:03 CST 2023","Wed May 10 11:36:03 CST 2023","56","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v1接口",""
"passed","Wed May 10 11:35:41 CST 2023","Wed May 10 11:35:41 CST 2023","272","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业基本信息与搜索保持一致","校验企业介绍"
"passed","Wed May 10 11:36:31 CST 2023","Wed May 10 11:36:31 CST 2023","84","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","orig_members接口",""
"passed","Wed May 10 11:46:26 CST 2023","Wed May 10 11:46:26 CST 2023","50","api_test.testcase.test_person","test_person","TestPerson","","","获取人物教育经历-V1接口",""
"passed","Wed May 10 11:45:37 CST 2023","Wed May 10 11:45:38 CST 2023","456","api_test.testcase.test_person","test_person","TestPerson","","","获取人物工作经历",""
"passed","Wed May 10 11:46:24 CST 2023","Wed May 10 11:46:24 CST 2023","48","api_test.testcase.test_person","test_person","TestPerson","","","获取人物教育经历-V1接口",""
"passed","Wed May 10 11:46:04 CST 2023","Wed May 10 11:46:04 CST 2023","387","api_test.testcase.test_person","test_person","TestPerson","","","获取人物工作经历",""
"passed","Wed May 10 11:45:30 CST 2023","Wed May 10 11:45:30 CST 2023","48","api_test.testcase.test_person","test_person","TestPerson","","","人物详情页-基本信息",""
"passed","Wed May 10 11:17:03 CST 2023","Wed May 10 11:17:04 CST 2023","1160","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标详情",""
"passed","Wed May 10 11:37:09 CST 2023","Wed May 10 11:37:09 CST 2023","51","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","股东信息-v2接口",""
"passed","Wed May 10 11:37:07 CST 2023","Wed May 10 11:37:07 CST 2023","50","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","股东信息-v2接口",""
"passed","Wed May 10 11:16:02 CST 2023","Wed May 10 11:16:03 CST 2023","1086","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标搜索",""
"passed","Wed May 10 11:36:32 CST 2023","Wed May 10 11:36:32 CST 2023","78","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","orig_members接口",""
"passed","Wed May 10 11:46:27 CST 2023","Wed May 10 11:46:28 CST 2023","48","api_test.testcase.test_person","test_person","TestPerson","","","获取人物新闻",""
"passed","Wed May 10 11:36:27 CST 2023","Wed May 10 11:36:28 CST 2023","90","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","orig_members接口",""
"passed","Wed May 10 11:45:32 CST 2023","Wed May 10 11:45:32 CST 2023","56","api_test.testcase.test_person","test_person","TestPerson","","","人物详情页-基本信息",""
"passed","Wed May 10 11:41:07 CST 2023","Wed May 10 11:41:10 CST 2023","3112","api_test.testcase.test_person","test_person","TestPerson","","","人物搜索",""
"passed","Wed May 10 11:46:32 CST 2023","Wed May 10 11:46:33 CST 2023","71","api_test.testcase.test_person","test_person_api","TestPerson","","","私域人脉列表接口",""
"failed","Wed May 10 11:37:33 CST 2023","Wed May 10 11:37:34 CST 2023","517","api_test.testcase.test_person","test_person","TestDbCheck","","","test_db_edu_school",""
"passed","Wed May 10 11:16:42 CST 2023","Wed May 10 11:16:43 CST 2023","1160","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标搜索",""
"passed","Wed May 10 11:37:03 CST 2023","Wed May 10 11:37:04 CST 2023","46","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","股东信息-v2接口",""
"passed","Wed May 10 11:36:25 CST 2023","Wed May 10 11:36:25 CST 2023","50","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","相似企业接口",""
"passed","Wed May 10 11:37:05 CST 2023","Wed May 10 11:37:05 CST 2023","48","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","股东信息-v2接口",""
"passed","Wed May 10 11:45:32 CST 2023","Wed May 10 11:45:32 CST 2023","131","api_test.testcase.test_person","test_person","TestPerson","","","人物详情页-基本信息",""
"passed","Wed May 10 11:36:31 CST 2023","Wed May 10 11:36:31 CST 2023","81","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","orig_members接口",""
"passed","Wed May 10 11:36:29 CST 2023","Wed May 10 11:36:29 CST 2023","87","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","orig_members接口",""
"passed","Wed May 10 11:45:38 CST 2023","Wed May 10 11:45:38 CST 2023","50","api_test.testcase.test_person","test_person","TestPerson","","","获取人物工作经历",""
"passed","Wed May 10 11:46:29 CST 2023","Wed May 10 11:46:29 CST 2023","45","api_test.testcase.test_person","test_person","TestPerson","","","获取人物新闻",""
"passed","Wed May 10 11:36:10 CST 2023","Wed May 10 11:36:10 CST 2023","45","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v2接口",""
"passed","Wed May 10 11:37:06 CST 2023","Wed May 10 11:37:07 CST 2023","46","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","股东信息-v2接口",""
"failed","Wed May 10 11:35:28 CST 2023","Wed May 10 11:35:28 CST 2023","66","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","搜索有数据的企业","搜索企业,搜索结果与数据统计条数一致"
"passed","Wed May 10 11:45:31 CST 2023","Wed May 10 11:45:31 CST 2023","49","api_test.testcase.test_person","test_person","TestPerson","","","人物详情页-基本信息",""
"passed","Wed May 10 11:15:39 CST 2023","Wed May 10 11:15:40 CST 2023","1177","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标搜索",""
"passed","Wed May 10 11:36:20 CST 2023","Wed May 10 11:36:20 CST 2023","51","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","相似企业接口",""
"passed","Wed May 10 11:45:35 CST 2023","Wed May 10 11:45:35 CST 2023","48","api_test.testcase.test_person","test_person","TestPerson","","","人物详情页-基本信息",""
"passed","Wed May 10 11:37:14 CST 2023","Wed May 10 11:37:14 CST 2023","50","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","对外投资",""
"passed","Wed May 10 11:36:09 CST 2023","Wed May 10 11:36:09 CST 2023","42","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v2接口",""
"passed","Wed May 10 11:36:16 CST 2023","Wed May 10 11:36:16 CST 2023","59","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业新闻",""
"passed","Wed May 10 11:37:03 CST 2023","Wed May 10 11:37:03 CST 2023","44","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","股东信息-v2接口",""
"passed","Wed May 10 11:36:08 CST 2023","Wed May 10 11:36:08 CST 2023","54","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v2接口",""
"passed","Wed May 10 11:36:58 CST 2023","Wed May 10 11:36:58 CST 2023","444","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","组织成员",""
"passed","Wed May 10 11:46:21 CST 2023","Wed May 10 11:46:21 CST 2023","51","api_test.testcase.test_person","test_person","TestPerson","","","获取人物教育经历-V1接口",""
"passed","Wed May 10 11:36:29 CST 2023","Wed May 10 11:36:29 CST 2023","91","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","orig_members接口",""
"passed","Wed May 10 11:46:10 CST 2023","Wed May 10 11:46:11 CST 2023","330","api_test.testcase.test_person","test_person","TestPerson","","","获取人物工作经历",""
"failed","Wed May 10 11:41:42 CST 2023","Wed May 10 11:41:46 CST 2023","3196","api_test.testcase.test_person","test_person","TestPerson","","","人物搜索",""
"passed","Wed May 10 11:37:07 CST 2023","Wed May 10 11:37:07 CST 2023","54","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","股东信息-v2接口",""
"passed","Wed May 10 11:35:45 CST 2023","Wed May 10 11:35:46 CST 2023","316","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业基本信息与搜索保持一致","校验企业介绍"
"passed","Wed May 10 11:15:23 CST 2023","Wed May 10 11:15:25 CST 2023","1087","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标搜索",""
"passed","Wed May 10 11:42:17 CST 2023","Wed May 10 11:42:20 CST 2023","3105","api_test.testcase.test_person","test_person","TestPerson","","","人物搜索",""
"passed","Wed May 10 11:36:15 CST 2023","Wed May 10 11:36:15 CST 2023","64","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业新闻",""
"passed","Wed May 10 11:36:15 CST 2023","Wed May 10 11:36:15 CST 2023","58","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业新闻",""
"passed","Wed May 10 11:36:13 CST 2023","Wed May 10 11:36:13 CST 2023","49","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v2接口",""
"passed","Wed May 10 11:36:19 CST 2023","Wed May 10 11:36:19 CST 2023","45","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业新闻",""
"failed","Wed May 10 11:35:26 CST 2023","Wed May 10 11:35:26 CST 2023","59","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","搜索有数据的企业","搜索企业,搜索结果与数据统计条数一致"
"passed","Wed May 10 11:36:11 CST 2023","Wed May 10 11:36:11 CST 2023","49","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v2接口",""
"passed","Wed May 10 11:46:27 CST 2023","Wed May 10 11:46:27 CST 2023","163","api_test.testcase.test_person","test_person","TestPerson","","","获取人物新闻",""
"passed","Wed May 10 11:37:07 CST 2023","Wed May 10 11:37:07 CST 2023","53","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","股东信息-v2接口",""
"passed","Wed May 10 11:35:44 CST 2023","Wed May 10 11:35:44 CST 2023","231","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业基本信息与搜索保持一致","校验企业介绍"
"passed","Wed May 10 11:36:19 CST 2023","Wed May 10 11:36:19 CST 2023","61","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业新闻",""
"passed","Wed May 10 11:36:22 CST 2023","Wed May 10 11:36:22 CST 2023","47","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","相似企业接口",""
"passed","Wed May 10 11:36:33 CST 2023","Wed May 10 11:36:33 CST 2023","68","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","orig_members接口",""
"passed","Wed May 10 11:45:30 CST 2023","Wed May 10 11:45:30 CST 2023","53","api_test.testcase.test_person","test_person","TestPerson","","","人物详情页-基本信息",""
"passed","Wed May 10 11:36:10 CST 2023","Wed May 10 11:36:10 CST 2023","46","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v2接口",""
"passed","Wed May 10 11:46:23 CST 2023","Wed May 10 11:46:23 CST 2023","50","api_test.testcase.test_person","test_person","TestPerson","","","获取人物教育经历-V1接口",""
"passed","Wed May 10 11:18:28 CST 2023","Wed May 10 11:18:29 CST 2023","1285","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标详情",""
"passed","Wed May 10 11:15:34 CST 2023","Wed May 10 11:15:35 CST 2023","1093","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标搜索",""
"passed","Wed May 10 11:45:42 CST 2023","Wed May 10 11:45:43 CST 2023","392","api_test.testcase.test_person","test_person","TestPerson","","","获取人物工作经历",""
"passed","Wed May 10 11:37:11 CST 2023","Wed May 10 11:37:12 CST 2023","47","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","对外投资",""
"passed","Wed May 10 11:46:31 CST 2023","Wed May 10 11:46:31 CST 2023","45","api_test.testcase.test_person","test_person","TestPerson","","","获取人物新闻",""
"passed","Wed May 10 11:36:07 CST 2023","Wed May 10 11:36:07 CST 2023","49","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v1接口",""
"passed","Wed May 10 11:46:26 CST 2023","Wed May 10 11:46:26 CST 2023","49","api_test.testcase.test_person","test_person","TestPerson","","","获取人物教育经历-V1接口",""
"passed","Wed May 10 11:37:27 CST 2023","Wed May 10 11:37:27 CST 2023","423","api_test.testcase.test_person","test_person","TestDbCheck","","","test_db_news_source",""
"passed","Wed May 10 11:37:11 CST 2023","Wed May 10 11:37:11 CST 2023","47","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","对外投资",""
"passed","Wed May 10 11:36:41 CST 2023","Wed May 10 11:36:41 CST 2023","434","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","组织成员",""
"passed","Wed May 10 11:45:54 CST 2023","Wed May 10 11:45:54 CST 2023","404","api_test.testcase.test_person","test_person","TestPerson","","","获取人物工作经历",""
"passed","Wed May 10 10:56:34 CST 2023","Wed May 10 10:56:38 CST 2023","4029","api_test.testcase.test_bid","test_bid_api","TestBid","","","采购商列表接口",""
"passed","Wed May 10 11:37:14 CST 2023","Wed May 10 11:37:14 CST 2023","46","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","对外投资",""
"passed","Wed May 10 11:36:12 CST 2023","Wed May 10 11:36:12 CST 2023","52","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v2接口",""
"passed","Wed May 10 11:18:50 CST 2023","Wed May 10 11:18:50 CST 2023","51","api_test.testcase.test_company","test_company_api","TestCompanyApi","","","公司融资历程列表接口",""
"passed","Wed May 10 11:46:28 CST 2023","Wed May 10 11:46:28 CST 2023","48","api_test.testcase.test_person","test_person","TestPerson","","","获取人物新闻",""
"passed","Wed May 10 11:37:07 CST 2023","Wed May 10 11:37:07 CST 2023","47","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","股东信息-v2接口",""
"passed","Wed May 10 11:46:28 CST 2023","Wed May 10 11:46:28 CST 2023","47","api_test.testcase.test_person","test_person","TestPerson","","","获取人物新闻",""
"passed","Wed May 10 11:35:51 CST 2023","Wed May 10 11:35:51 CST 2023","261","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业基本信息与搜索保持一致","校验企业介绍"
"passed","Wed May 10 11:36:18 CST 2023","Wed May 10 11:36:18 CST 2023","49","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业新闻",""
"passed","Wed May 10 11:35:28 CST 2023","Wed May 10 11:35:28 CST 2023","72","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","搜索有数据的企业","搜索企业,搜索结果与数据统计条数一致"
"passed","Wed May 10 11:46:23 CST 2023","Wed May 10 11:46:23 CST 2023","63","api_test.testcase.test_person","test_person","TestPerson","","","获取人物教育经历-V1接口",""
"passed","Wed May 10 11:46:15 CST 2023","Wed May 10 11:46:15 CST 2023","50","api_test.testcase.test_person","test_person","TestPerson","","","获取人物工作经历",""
"passed","Wed May 10 11:36:12 CST 2023","Wed May 10 11:36:13 CST 2023","55","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v2接口",""
"passed","Wed May 10 11:36:25 CST 2023","Wed May 10 11:36:25 CST 2023","51","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","相似企业接口",""
"passed","Wed May 10 11:45:31 CST 2023","Wed May 10 11:45:31 CST 2023","56","api_test.testcase.test_person","test_person","TestPerson","","","人物详情页-基本信息",""
"passed","Wed May 10 11:46:30 CST 2023","Wed May 10 11:46:30 CST 2023","49","api_test.testcase.test_person","test_person","TestPerson","","","获取人物新闻",""
"passed","Wed May 10 11:37:10 CST 2023","Wed May 10 11:37:10 CST 2023","44","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","对外投资",""
"passed","Wed May 10 11:18:19 CST 2023","Wed May 10 11:18:20 CST 2023","1188","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标详情",""
"passed","Wed May 10 11:37:10 CST 2023","Wed May 10 11:37:10 CST 2023","46","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","对外投资",""
"passed","Wed May 10 11:36:03 CST 2023","Wed May 10 11:36:03 CST 2023","48","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v1接口",""
"failed","Wed May 10 11:37:34 CST 2023","Wed May 10 11:37:35 CST 2023","1006","api_test.testcase.test_person","test_person","TestDbCheck","","","test_db_edu_professional",""
"passed","Wed May 10 11:37:12 CST 2023","Wed May 10 11:37:12 CST 2023","45","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","对外投资",""
"passed","Wed May 10 11:46:25 CST 2023","Wed May 10 11:46:25 CST 2023","45","api_test.testcase.test_person","test_person","TestPerson","","","获取人物教育经历-V1接口",""
"passed","Wed May 10 11:36:52 CST 2023","Wed May 10 11:36:53 CST 2023","444","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","组织成员",""
"passed","Wed May 10 11:37:07 CST 2023","Wed May 10 11:37:07 CST 2023","44","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","股东信息-v2接口",""
"passed","Wed May 10 11:36:08 CST 2023","Wed May 10 11:36:08 CST 2023","44","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v2接口",""
"passed","Wed May 10 11:15:19 CST 2023","Wed May 10 11:15:20 CST 2023","1083","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标搜索",""
"passed","Wed May 10 11:36:24 CST 2023","Wed May 10 11:36:24 CST 2023","50","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","相似企业接口",""
"passed","Wed May 10 11:37:13 CST 2023","Wed May 10 11:37:13 CST 2023","45","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","对外投资",""
"passed","Wed May 10 11:46:34 CST 2023","Wed May 10 11:46:34 CST 2023","160","api_test.testcase.test_person","test_person_api","TestPerson","","","优选标签列表",""
"passed","Wed May 10 11:36:06 CST 2023","Wed May 10 11:36:06 CST 2023","50","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业融资历程-v1接口",""
"passed","Wed May 10 11:36:19 CST 2023","Wed May 10 11:36:19 CST 2023","59","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业新闻",""
"failed","Wed May 10 11:02:04 CST 2023","Wed May 10 11:02:29 CST 2023","25772","api_test.testcase.test_bid_project","test_bid","Test_Bid_DbCheck","","","test_db_bid_project_company",""
"failed","Wed May 10 11:37:21 CST 2023","Wed May 10 11:37:27 CST 2023","5661","api_test.testcase.test_person","test_person","TestDbCheck","","","news表校验",""
"passed","Wed May 10 11:35:40 CST 2023","Wed May 10 11:35:40 CST 2023","311","api_test.testcase.test_company","test_company_data","TestCompanyCase","","","企业基本信息与搜索保持一致","校验企业介绍"
"passed","Wed May 10 11:45:13 CST 2023","Wed May 10 11:45:16 CST 2023","3212","api_test.testcase.test_person","test_person","TestPerson","","","人物搜索",""
"passed","Wed May 10 11:15:02 CST 2023","Wed May 10 11:15:03 CST 2023","1187","api_test.testcase.test_bid_project","test_bid","Test_Bid_Search","","","校验招投标搜索",""
"passed","Wed May 10 11:45:44 CST 2023","Wed May 10 11:45:44 CST 2023","338","api_test.testcase.test_person","test_person","TestPerson","","","获取人物工作经历",""
